model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,grid,timeStep,start,stop,experiment,inspan
INM-CM5-0,tas_day_INM-CM5-0_historical_r5i1p1f1_gr1_20000101-20141231.nc,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/day/tas/gr1/v20190705/tas_day_INM-CM5-0_historical_r5i1p1f1_gr1_20000101-20141231.nc,http://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/day/tas/gr1/v20190705/tas_day_INM-CM5-0_historical_r5i1p1f1_gr1_20000101-20141231.nc,5,1,1,1,r5i1p1f1,historical,tas,gr1,day,2000,2014,SSP245,True
INM-CM5-0,huss_day_INM-CM5-0_historical_r5i1p1f1_gr1_19500101-19991231.nc,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/day/huss/gr1/v20190705/huss_day_INM-CM5-0_historical_r5i1p1f1_gr1_19500101-19991231.nc,http://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/day/huss/gr1/v20190705/huss_day_INM-CM5-0_historical_r5i1p1f1_gr1_19500101-19991231.nc,5,1,1,1,r5i1p1f1,historical,huss,gr1,day,1950,1999,SSP245,True
INM-CM5-0,huss_day_INM-CM5-0_historical_r5i1p1f1_gr1_20000101-20141231.nc,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/day/huss/gr1/v20190705/huss_day_INM-CM5-0_historical_r5i1p1f1_gr1_20000101-20141231.nc,http://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/day/huss/gr1/v20190705/huss_day_INM-CM5-0_historical_r5i1p1f1_gr1_20000101-20141231.nc,5,1,1,1,r5i1p1f1,historical,huss,gr1,day,2000,2014,SSP245,True
INM-CM5-0,ps_Amon_INM-CM5-0_historical_r5i1p1f1_gr1_195001-201412.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/Amon/ps/gr1/v20190705/ps_Amon_INM-CM5-0_historical_r5i1p1f1_gr1_195001-201412.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/INM/INM-CM5-0/historical/r5i1p1f1/Amon/ps/gr1/v20190705/ps_Amon_INM-CM5-0_historical_r5i1p1f1_gr1_195001-201412.nc,5,1,1,1,r5i1p1f1,historical,ps,gr1,mon,1950,2014,SSP245,True
INM-CM5-0,tas_day_INM-CM5-0_ssp245_r1i1p1f1_gr1_20650101-21001231.nc,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/INM/INM-CM5-0/ssp245/r1i1p1f1/day/tas/gr1/v20190619/tas_day_INM-CM5-0_ssp245_r1i1p1f1_gr1_20650101-21001231.nc,http://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/INM/INM-CM5-0/ssp245/r1i1p1f1/day/tas/gr1/v20190619/tas_day_INM-CM5-0_ssp245_r1i1p1f1_gr1_20650101-21001231.nc,1,1,1,1,r1i1p1f1,ssp245,tas,gr1,day,2065,2100,SSP245,True
INM-CM5-0,huss_day_INM-CM5-0_ssp245_r1i1p1f1_gr1_20650101-21001231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/INM/INM-CM5-0/ssp245/r1i1p1f1/day/huss/gr1/v20190619/huss_day_INM-CM5-0_ssp245_r1i1p1f1_gr1_20650101-21001231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/INM/INM-CM5-0/ssp245/r1i1p1f1/day/huss/gr1/v20190619/huss_day_INM-CM5-0_ssp245_r1i1p1f1_gr1_20650101-21001231.nc,1,1,1,1,r1i1p1f1,ssp245,huss,gr1,day,2065,2100,SSP245,True
INM-CM5-0,ps_Amon_INM-CM5-0_ssp245_r1i1p1f1_gr1_201501-210012.nc,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/INM/INM-CM5-0/ssp245/r1i1p1f1/Amon/ps/gr1/v20190619/ps_Amon_INM-CM5-0_ssp245_r1i1p1f1_gr1_201501-210012.nc,http://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/ScenarioMIP/INM/INM-CM5-0/ssp245/r1i1p1f1/Amon/ps/gr1/v20190619/ps_Amon_INM-CM5-0_ssp245_r1i1p1f1_gr1_201501-210012.nc,1,1,1,1,r1i1p1f1,ssp245,ps,gr1,mon,2015,2100,SSP245,True
IPSL-CM5A2-INCA,tas_day_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_18500101-19991231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20201218/tas_day_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_18500101-19991231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20201218/tas_day_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_18500101-19991231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gr,day,1850,1999,4x,True
IPSL-CM5A2-INCA,huss_day_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_18500101-19991231.nc,http://vesg.ipsl.upmc.fr/thredds/fileServer/cmip6/CMIP/IPSL/IPSL-CM5A2-INCA/abrupt-4xCO2/r1i1p1f1/day/huss/gr/v20201218/huss_day_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_18500101-19991231.nc,http://vesg.ipsl.upmc.fr/thredds/dodsC/cmip6/CMIP/IPSL/IPSL-CM5A2-INCA/abrupt-4xCO2/r1i1p1f1/day/huss/gr/v20201218/huss_day_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_18500101-19991231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gr,day,1850,1999,4x,True
IPSL-CM5A2-INCA,ps_Amon_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_185001-199912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20201218/ps_Amon_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_185001-199912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20201218/ps_Amon_IPSL-CM5A2-INCA_abrupt-4xCO2_r1i1p1f1_gr_185001-199912.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,gr,mon,1850,1999,4x,True
IPSL-CM5A2-INCA,tas_day_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_18500101-20991231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/day/tas/gr/v20210216/tas_day_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_18500101-20991231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/day/tas/gr/v20210216/tas_day_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_18500101-20991231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gr,day,1850,2099,4x,True
IPSL-CM5A2-INCA,huss_day_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_18500101-20991231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/day/huss/gr/v20210216/huss_day_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_18500101-20991231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/day/huss/gr/v20210216/huss_day_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_18500101-20991231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,1850,2099,4x,True
IPSL-CM5A2-INCA,ps_Amon_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_185001-209912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/Amon/ps/gr/v20210216/ps_Amon_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_185001-209912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/Amon/ps/gr/v20210216/ps_Amon_IPSL-CM5A2-INCA_piControl_r1i1p1f1_gr_185001-209912.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,1850,2099,4x,True
IPSL-CM6A-LR,tas_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_18500101-21491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20180727/tas_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_18500101-21491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20180727/tas_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_18500101-21491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gr,day,1850,2149,4x,True
IPSL-CM6A-LR,tas_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_21500101-24491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20190614/tas_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_21500101-24491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20190614/tas_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_21500101-24491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gr,day,2150,2449,4x,True
IPSL-CM6A-LR,huss_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_18500101-21491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/day/huss/gr/v20180727/huss_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_18500101-21491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/day/huss/gr/v20180727/huss_day_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_18500101-21491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gr,day,1850,2149,4x,True
IPSL-CM6A-LR,ps_Amon_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_185001-214912.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20180727/ps_Amon_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_185001-214912.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20180727/ps_Amon_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_185001-214912.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,gr,mon,1850,2149,4x,True
IPSL-CM6A-LR,ps_Amon_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_215001-244912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20190118/ps_Amon_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_215001-244912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20190118/ps_Amon_IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_gr_215001-244912.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,gr,mon,2150,2449,4x,True
IPSL-CM6A-LR,tas_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_28500101-30491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/day/tas/gr/v20190614/tas_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_28500101-30491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/day/tas/gr/v20190614/tas_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_28500101-30491231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gr,day,2850,3049,4x,True
IPSL-CM6A-LR,tas_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_30500101-35491231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/day/tas/gr/v20240617/tas_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_30500101-35491231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/day/tas/gr/v20240617/tas_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_30500101-35491231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gr,day,3050,3549,4x,True
IPSL-CM6A-LR,huss_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_28500101-30491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/day/huss/gr/v20181123/huss_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_28500101-30491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/day/huss/gr/v20181123/huss_day_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_28500101-30491231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr,day,2850,3049,4x,True
IPSL-CM6A-LR,ps_Amon_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_305001-354912.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Amon/ps/gr/v20200326/ps_Amon_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_305001-354912.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Amon/ps/gr/v20200326/ps_Amon_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_305001-354912.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,3050,3549,4x,True
IPSL-CM6A-LR,ps_Amon_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_285001-304912.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Amon/ps/gr/v20181123/ps_Amon_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_285001-304912.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Amon/ps/gr/v20181123/ps_Amon_IPSL-CM6A-LR_piControl_r1i1p1f1_gr_285001-304912.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr,mon,2850,3049,4x,True
KIOST-ESM,tas_day_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_18500101-20001231.nc,http://polaris.pknu.ac.kr/thredds/fileServer/cmip6/CMIP6/CMIP/KIOST/KIOST-ESM/abrupt-4xCO2/r1i1p1f1/day/tas/gr1/v20210601/tas_day_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_18500101-20001231.nc,http://polaris.pknu.ac.kr/thredds/dodsC/cmip6/CMIP6/CMIP/KIOST/KIOST-ESM/abrupt-4xCO2/r1i1p1f1/day/tas/gr1/v20210601/tas_day_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_18500101-20001231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gr1,day,1850,2000,4x,True
KIOST-ESM,huss_day_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_18500101-20001231.nc,http://polaris.pknu.ac.kr/thredds/fileServer/cmip6/CMIP6/CMIP/KIOST/KIOST-ESM/abrupt-4xCO2/r1i1p1f1/day/huss/gr1/v20210601/huss_day_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_18500101-20001231.nc,http://polaris.pknu.ac.kr/thredds/dodsC/cmip6/CMIP6/CMIP/KIOST/KIOST-ESM/abrupt-4xCO2/r1i1p1f1/day/huss/gr1/v20210601/huss_day_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_18500101-20001231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gr1,day,1850,2000,4x,True
KIOST-ESM,ps_Amon_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_185001-200012.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr1/v20210601/ps_Amon_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_185001-200012.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr1/v20210601/ps_Amon_KIOST-ESM_abrupt-4xCO2_r1i1p1f1_gr1_185001-200012.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,gr1,mon,1850,2000,4x,True
KIOST-ESM,tas_day_KIOST-ESM_piControl_r1i1p1f1_gr1_31890101-33381231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/KIOST/KIOST-ESM/piControl/r1i1p1f1/day/tas/gr1/v20210322/tas_day_KIOST-ESM_piControl_r1i1p1f1_gr1_31890101-33381231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/KIOST/KIOST-ESM/piControl/r1i1p1f1/day/tas/gr1/v20210322/tas_day_KIOST-ESM_piControl_r1i1p1f1_gr1_31890101-33381231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gr1,day,3189,3338,4x,True
KIOST-ESM,huss_day_KIOST-ESM_piControl_r1i1p1f1_gr1_31890101-33381231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/KIOST/KIOST-ESM/piControl/r1i1p1f1/day/huss/gr1/v20210322/huss_day_KIOST-ESM_piControl_r1i1p1f1_gr1_31890101-33381231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/KIOST/KIOST-ESM/piControl/r1i1p1f1/day/huss/gr1/v20210322/huss_day_KIOST-ESM_piControl_r1i1p1f1_gr1_31890101-33381231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gr1,day,3189,3338,4x,True
KIOST-ESM,ps_Amon_KIOST-ESM_piControl_r1i1p1f1_gr1_318901-333812.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/KIOST/KIOST-ESM/piControl/r1i1p1f1/Amon/ps/gr1/v20210329/ps_Amon_KIOST-ESM_piControl_r1i1p1f1_gr1_318901-333812.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/KIOST/KIOST-ESM/piControl/r1i1p1f1/Amon/ps/gr1/v20210329/ps_Amon_KIOST-ESM_piControl_r1i1p1f1_gr1_318901-333812.nc,1,1,1,1,r1i1p1f1,piControl,ps,gr1,mon,3189,3338,4x,True
KIOST-ESM,tas_day_KIOST-ESM_historical_r1i1p1f1_gr1_18500101-20141231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/historical/r1i1p1f1/day/tas/gr1/v20210601/tas_day_KIOST-ESM_historical_r1i1p1f1_gr1_18500101-20141231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/historical/r1i1p1f1/day/tas/gr1/v20210601/tas_day_KIOST-ESM_historical_r1i1p1f1_gr1_18500101-20141231.nc,1,1,1,1,r1i1p1f1,historical,tas,gr1,day,1850,2014,SSP245,True
KIOST-ESM,huss_day_KIOST-ESM_historical_r1i1p1f1_gr1_18500101-20141231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/historical/r1i1p1f1/day/huss/gr1/v20210601/huss_day_KIOST-ESM_historical_r1i1p1f1_gr1_18500101-20141231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/historical/r1i1p1f1/day/huss/gr1/v20210601/huss_day_KIOST-ESM_historical_r1i1p1f1_gr1_18500101-20141231.nc,1,1,1,1,r1i1p1f1,historical,huss,gr1,day,1850,2014,SSP245,True
KIOST-ESM,ps_Amon_KIOST-ESM_historical_r1i1p1f1_gr1_185001-201412.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/historical/r1i1p1f1/Amon/ps/gr1/v20210601/ps_Amon_KIOST-ESM_historical_r1i1p1f1_gr1_185001-201412.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/KIOST/KIOST-ESM/historical/r1i1p1f1/Amon/ps/gr1/v20210601/ps_Amon_KIOST-ESM_historical_r1i1p1f1_gr1_185001-201412.nc,1,1,1,1,r1i1p1f1,historical,ps,gr1,mon,1850,2014,SSP245,True
KIOST-ESM,tas_day_KIOST-ESM_ssp245_r1i1p1f1_gr1_20150101-21001231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/KIOST/KIOST-ESM/ssp245/r1i1p1f1/day/tas/gr1/v20210601/tas_day_KIOST-ESM_ssp245_r1i1p1f1_gr1_20150101-21001231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/KIOST/KIOST-ESM/ssp245/r1i1p1f1/day/tas/gr1/v20210601/tas_day_KIOST-ESM_ssp245_r1i1p1f1_gr1_20150101-21001231.nc,1,1,1,1,r1i1p1f1,ssp245,tas,gr1,day,2015,2100,SSP245,True
KIOST-ESM,huss_day_KIOST-ESM_ssp245_r1i1p1f1_gr1_20150101-21001231.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/KIOST/KIOST-ESM/ssp245/r1i1p1f1/day/huss/gr1/v20210601/huss_day_KIOST-ESM_ssp245_r1i1p1f1_gr1_20150101-21001231.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/KIOST/KIOST-ESM/ssp245/r1i1p1f1/day/huss/gr1/v20210601/huss_day_KIOST-ESM_ssp245_r1i1p1f1_gr1_20150101-21001231.nc,1,1,1,1,r1i1p1f1,ssp245,huss,gr1,day,2015,2100,SSP245,True
KIOST-ESM,ps_Amon_KIOST-ESM_ssp245_r1i1p1f1_gr1_201501-210012.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/KIOST/KIOST-ESM/ssp245/r1i1p1f1/Amon/ps/gr1/v20210601/ps_Amon_KIOST-ESM_ssp245_r1i1p1f1_gr1_201501-210012.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/KIOST/KIOST-ESM/ssp245/r1i1p1f1/Amon/ps/gr1/v20210601/ps_Amon_KIOST-ESM_ssp245_r1i1p1f1_gr1_201501-210012.nc,1,1,1,1,r1i1p1f1,ssp245,ps,gr1,mon,2015,2100,SSP245,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19660101-19661231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19660101-19661231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19660101-19661231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1966,1966,4x,True
MIROC-ES2H,tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19670101-19671231.nc,http://esgf-data02.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19670101-19671231.nc,http://esgf-data02.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/MIROC/MIROC-ES2H/abrupt-4xCO2/r3i1p4f2/day/tas/gn/v20230904/tas_day_MIROC-ES2H_abrupt-4xCO2_r3i1p4f2_gn_19670101-19671231.nc,3,1,4,2,r3i1p4f2,abrupt-4xCO2,tas,gn,day,1967,1967,4x,True
